Site Name,Country/Region,Receiver,Antenna,Radome,Satellite_System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data_Center,IERS DOMES,Clock,Agencies,Last_Data
PTVL00VUT,VU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-17.74943333,168.315025,86.4,-5950573.262,1230677.252,-1932016.954,ROBOT,IGS20 / IGS Multi-GNSS / IGS / RTS,GA,51402M002,INTERNAL,Geoscience Australia,2
QAQ100GRL,GL,SEPT POLARX5,ASH701945E_M,SCIS,GPS+GLO+GAL+BDS,60.71526389,-46.04776111,110.4,2170942.18,-2251829.95,5539988.29,ROBOT,IGS08 / IGS14 / IGS08 Core / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS,CDDIS,43007M001,INTERNAL,DTU Space,2
QIKI00CAN,CA,ASHTECH UZ-12,ASH701945E_M,NONE,GPS,67.55933333,-64.03366667,13.3,1069081.29,-2195214.2,5872519.02,ROBOT,IGS08 / IGS14 / IGS14 Core / IGS20 / IGS,CDDIS,40166M001,INTERNAL,NRCan+ Geodetic Survey Division,2
QUI300ECU,EC,NOV OEM6,TPSCR.G5,TPSH,GPS,-0.139580556,-78.46728056,2927.5,1275746.601,-6252216.81,-15440.994,ROBOT,IGS,CDDIS,42003S004,EXTERNAL CESIUM /RCVR1,National Geospatial-Intelligence Agency,3
QUI400ECU,EC,NOV OEM6,TPSCR.G5,TPSH,GPS,-0.139580556,-78.46728056,2927.5,1275746.601,-6252216.81,-15440.994,ROBOT,IGS,CDDIS,42003S004,EXTERNAL CESIUM /RCVR2,National Geospatial-Intelligence Agency,3
QUIN00USA,United States of America,JAVAD TRE_3 DELTA,ASH701945E_M,SNOW,GPS+GLO+GAL+BDS+QZSS,39.97455278,-120.9444278,1105.7651,-2517231.209,-4198595.058,4076531.208,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,40433M004,INTERNAL,Jet Propulsion Laboratory,2
RABT00MAR,MA,JAVAD TRE_3 DELTA,TRM29659.00,SCIS,GPS+GLO+GAL+BDS+IRNSS,33.99810278,-6.854288889,90.1,5255617.68,-631745.622,3546322.61,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS,JPL,35001M002,INTERNAL,Jet Propulsion Laboratory,2
RAEG00PRT,PT,LEICA GR50,LEIAR20,NONE,GPS+GLO+GAL+BDS,36.9857,-25.12638889,297.9,4618477.733,-2166047.526,3816304.845,ROBOT,IGS / IGS Multi-GNSS / RTS,BKG,31912M003,EXTERNAL H-MASER,Instituto Geografico Nacional,2
RAMO00ISR,IL,JAVAD TRE_G3TH DELTA,ASH701945B_M,SNOW,GPS+GLO,30.59775833,34.76313889,893.1,4514719.1,3133506,3228042.6,COPIED,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS,BKG,20703S001,INTERNAL,Survey of Israel,2
RBAY00ZAF,ZA,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO,-28.79554583,32.07838508,31.7927,4739765.812,2970758.377,-3054077.646,ROBOT,IGS08 / IGS08 Core / IGS20 / IGS / RTS,ftp://igs.ign.fr/,30315M001,INTERNAL,National Geospatial Information,25
RDSD00DOM,DO,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,18.46139722,-69.9113,-9.2087,2078681.178,-5683736.413,2006886.909,ROBOT,IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,40805M001,INTERNAL,Geomedicion+ Instrumentos y Sistemas,2
REDU00BEL,BE,SEPT POLARX5TR,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,50.0015,5.144880556,369.9,4091423.462,368380.429,4863179.703,ROBOT,IGS Multi-GNSS / IGS / RTS,CDDIS,13102M001,EXTERNAL CESIUM,ESA/ESOC,2
RESO00CAN,CA,ASHTECH UZ-12,ASH700936A_M,NONE,GPS,74.6908,-94.8933,34.9,-144097.43,-1683123.97,6129777.88,COPIED,IGS08 / IGS14 / IGS20 / IGS,CDDIS,40149M001,INTERNAL,NRCan+ Geodetic Survey Division,
REUN00REU,FR,SEPT POLARX5,TRM55971.00,NONE,GPS+GLO+GAL+BDS+SBAS,-21.20833333,55.57166667,1558.4,3364099.167,4907944.459,-2293466.897,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,IGN / Saint-Mandé,97401M003,INTERNAL,Institut National de l'Information Geographique et+ INSTITUT DE PHYSIQUE DU GLOBE DE PARIS,2
REYK00ISL,IS,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,64.13878333,-21.95548333,93.1,2587384.533,-1043033.497,5716564.008,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,10202M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
RGDG00ARG,AR,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+SBAS,-53.78583854,-67.75152794,32.364,1429870.396,-3495334.769,-5122723.007,ROBOT,IGS Multi-GNSS / IGS / RTS,IGN,41507M007,INTERNAL,Centre National d'Etudes Spatiales,2
RIGA00LVA,LV,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,56.94861944,24.05877222,34.7,3183899.344,1421478.378,5322810.736,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,12302M002,INTERNAL,Institute of astronomy of the University of Latvia,2
RIO200ARG,AR,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+SBAS,-53.78547222,-67.75111944,32,1429907.783,-3495354.812,-5122698.655,ROBOT,IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,41507M006,INTERNAL,GeoForschungsZentrum,2
RIOP00ECU,EC,TRIMBLE NETRS,TRM41249.00,NONE,GPS,-1.6506,-78.6511,2793,1255140.98,-6253585.578,-182569.6128,ROBOT,IGS,CDDIS,42006M001,INTERNAL,UNAVCO,3
ROAG00ESP,ES,SEPT POLARX5TR,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,36.46335,-6.206275,83.2,5105577.352,-555208.925,3769714.099,ROBOT,IGS / IGS Multi-GNSS,IGN,13402M007,EXTERNAL H-MASER,Real Instituto y Observatorio de la Armada,2
ROCK00USA,US,SEPT POLARX5,TWIVC6150,SCIS,GPS+GLO+GAL+SBAS,34.235675,-118.6764306,553.39,-2533220.219,-4631543.399,3568400.542,ROBOT,IGS,CDDIS,40478M002,INTERNAL,USGS,3
ROTH00ATA,AQ,LEICA GRX1200+GNSS,LEIAR25,LEIT,GPS+GLO,-67.57140219,-68.12574625,39.793,909246.711,-2264763.494,-5873056.98,ROBOT,IGS,BKG,66007M003,INTERNAL,Newcastle University,77
SALU00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-2.593458333,-44.21247778,18.9,4566947.87,-4443098.5,-286674.66,ROBOT,IGS14 / IGS14 Core / IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,41640M001,INTERNAL QUARTZ,Instituto Brasileiro de Geografia e Estatística,2
SAMO00WSM,WS,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-13.84921111,-171.7384194,76.9,-6129702.256,-890029.4165,-1516807.442,ROBOT,IGS / IGS Multi-GNSS / RTS,GA,50603M001,INTERNAL,Geoscience Australia,2
SANT00CHL,CL,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS,-33.15028781,-70.66855347,723.0746,1769693.588,-5044574.184,-3468320.907,ROBOT,IGS08 / IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,41705M003,INTERNAL,Jet Propulsion Laboratory,2
SASK00CAN,CA,JAVAD TRE_G3TH DELTA,NOV750.R4,NOVS,GPS+GLO+GAL,52.19625556,-106.3983528,580,-1106129.71,-3758704.03,5016675.77,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,40167M001,INTERNAL,Natural Resources Canada,2
SAVO00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-12.93924683,-38.43225372,76.3,4870283.75,-3864605.309,-1418872.482,ROBOT,IGS14 / IGS14 Core / IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,41643M001,INTERNAL QUARTZ,Instituto Brasileiro de Geografia e Estatística,2
SBOK00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-29.66932222,17.87920833,1043.1,5279492.017,1703114.275,-3139092.992,ROBOT,IGS20 / IGS,ftp://igs.ign.fr/,30320M001,INTERNAL,National Geospatial Information,32
SCH200CAN,CA,JAVAD TRE_3N DELTA,ASH701945E_M,NONE,GPS+GLO+GAL,54.8321,-66.8326,498.2,1448636.93,-3385243.67,5191046.95,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS Multi-GNSS / IGS / RTS,CDDIS,40133M002,INTERNAL,Natural Resources Canada,2
SCIP00USA,US,TPS NET-G3A,TPSCR.G3,SCIS,GPS+GLO,32.91,-118.49,452.87,-2556587.44,-4711014.03,3446241.4,ROBOT,IGS,Scripps Orbit and Permanent Array Center,49915M001,INTERNAL,Scripps Orbit and Permanent Array Center,2
SCOR00GRL,GL,SEPT POLARX5,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS,70.48533333,-21.95033611,128.5,1982096.1,-798821.025,5989464.5,ROBOT,IGS08 / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS,CDDIS,43006M002,EXTERNAL RUBIDIUM,DTU Space,2
SCRZ00BOL,Bolivia (Plurinational State),LEICA GR10,LEIAR10,NONE,GPS+GLO+GAL+BDS+SBAS,-17.79679167,-63.15967778,442.2,2743005.924,-5420745.291,-1937117.112,ROBOT,IGS20 / RTS / IGS Multi-GNSS / IGS,IGM+ Bolivia,41801M001,INTERNAL,Deutsches Geodaetisches Forschungsinstitut,2
SCTB00ATA,AQ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-77.84898611,166.7580139,-18.9,-1311028.8,308512.8,-6213390.9,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,66071M001,INTERNAL,GNS Science,2
SCUB00CUB,CU,JAVAD TRE_G3TH DELTA,JAV_RINGANT_G3T,NONE,GPS+GLO+GAL,20.01206667,-75.76231389,21.9,1474538.176,-5811243.38,2168958.813,CHAMBER,IGS08 / IGS08 Core / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS,CDDIS,40701M001,INTERNAL,GeoForschungsZentrum,19
SEJN00KOR,KR,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL,36.52221111,127.3031917,181.196,-3110081.801,4082093.983,3775023.519,ROBOT,IGS,NONE,23907M001,INTERNAL,National Geographic Information Institute,2
SEY200SYC,SC,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,-4.673651247,55.47945356,538.8156,3602867.339,5238179.381,-516268.0725,ROBOT,IGS / RTS / IGS Multi-GNSS,JPL,39801M006,INTERNAL,Jet Propulsion Laboratory,2
SEYG00SYC,SC,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-4.678731829,55.53063053,-37.085,3597836,5240884,-516781,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,IGN,39801M004,INTERNAL,Centre National d'Etudes Spatiales,2
SFDM00USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+SBAS,34.45980556,-118.7545056,291.52,-2532676.407,-4615598.859,3588781.33,ROBOT,IGS / RTS / IGS Multi-GNSS,CDDIS,49826M001,INTERNAL,UNAVCO,2
SFER00ESP,ES,LEICA GR30,LEIAR25,NONE,GPS+GLO+GAL+BDS+SBAS,36.46434444,-6.205647222,84.1,5105519.055,-555146.005,3769803.246,ROBOT,IGS08 / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS,BKG,13402M004,EXTERNAL CESIUM,Real Instituto y Observatorio de la Armada,2
SGOC00LKA,LK,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,6.892075,79.87417778,-78.5,1113280.061,6233644.289,760276.9549,ROBOT,IGS20 / IGS Multi-GNSS / RTS / IGS,CDDIS,23501M003,INTERNAL,GeoForschungsZentrum,2
SGPO00USA,US,JAVAD TRE_3S,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+SBAS,36.60418333,-97.48482222,290.2,-667801.1647,-5082858.388,3782394.883,ROBOT,IGS / IGS Multi-GNSS / RTS,CDDIS,49368M001,INTERNAL,GeoForschungsZentrum,2
SHAO00CHN,CN,ASHTECH UZ-12,AOAD/M_T,JPLA,GPS,31.09964217,121.2004449,22.0901,-2831733.583,4675665.958,3275369.41,,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS,JPL (ODC-Operational Data Center),21605M002,INTERNAL,Jet Propulsion Laboratory+ Shanghai Astronomical Observatory,2
SHE200CAN,CA,TRIMBLE NETR8,TRM29659.00,NONE,GPS,46.22069083,-64.55201,-15.3,1899507.99,-3991722.36,4582242.82,ROBOT,IGS,CDDIS,40169M002,INTERNAL,NRCan+ Geodetic Survey Division,2
SHLG00IND,IN,TRIMBLE ALLOY,LEIAR25.R3,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,25.67395,91.91329722,1007.2,-192075.209,5749765.124,2746987.544,ROBOT,IGS / IGS Multi-GNSS,GA,22314M001,,ISTRAC,2
SIN100SGP,SG,TRIMBLE NETR9,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,1.342981111,103.6794383,92.54,-1507972.56,6195614.06,148488,ROBOT,IGS20 / IGS Multi-GNSS / IGS / RTS,BKG,22601M003,INTERNAL,DLR German Space Operations Center,2
SMST00JPN,JP,TRIMBLE NETR9,TRM57971.00,NONE,GPS,33.57785528,135.9369553,97.536,-3822373.395,3699359.882,3507585.789,ROBOT,IGS20 / IGS,CDDIS,21726M001,EXTERNAL NONE,Hydrographic and Oceanographic Department+ Japan C,8
SNI100USA,US,TPS NET-G3A,TPSCR.G3,SCIS,GPS+GLO,33.247875,-119.5243639,239.67,-2631346.823,-4646278.711,3477113.376,ROBOT,IGS,CDDIS,49909S001,INTERNAL,USGS,
SOD300FIN,FI,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+SBAS,67.42078611,26.38928611,300.8,2200149.224,1091650.85,5866868.645,ROBOT,IGS / IGS Multi-GNSS / RTS,BKG,10513M002,INTERNAL,Finnish Geodetic Institute,2
SOFI00BGR,BG,LEICA GR50,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,42.55609167,23.39472778,1119.6,4319372.39,1868687.57,4292063.8,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,11101M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
SOLO00SLB,SB,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-9.434922222,159.9543444,122.9,-5911340.124,2156887.299,-1038664.005,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,GA,51202M001,INTERNAL,Geoscience Australia,2
SPK100USA,US,SEPT POLARX5,TWIVC6150,SCIS,GPS+GLO+GAL+SBAS,34.05934167,-118.6461611,440.13,-2535991.936,-4642434.963,3552148.261,ROBOT,IGS,CDDIS,40458M001,INTERNAL,USGS,3
SPT000SWE,SE,SEPT POLARX5TR,TRM59800.00,OSOD,GPS+GLO+GAL+BDS+SBAS,57.71495556,12.89134444,219.9,3328984.813,761910.066,5369033.475,,IGS Multi-GNSS / IGS / RTS,BKG,10425M001,EXTERNAL H-MASER,Lantmateriet the Swedish mapping authority,2
SPTU00BRA,BR,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+GAL+BDS,-21.92911667,-50.49236944,508.78,3766123.31,-4567433.46,-2367323.83,ROBOT,IGS Multi-GNSS / IGS,CDDIS,48085M001,INTERNAL,Universidade Estadual Paulista+ Instituto Brasileiro de Geografia e Estatística,2
SSIA00SLV,SV,TRIMBLE NETR9,TRM59800.80,SCIS,GPS+GLO+GAL,13.6973,-89.1162,664.4,95610.0615,-6197817.152,1500617.941,COPIED,IGS08 / RTS / IGS,CDDIS,41401S001,INTERNAL,Centro Nacional de Registros,2
STFU00USA,United States,JAVAD TRE_G3TH DELTA,TRM57971.00,NONE,GPS+GLO+GAL+SBAS,37.42690694,-122.1732908,20.41,-2700404.18,-4292605.52,3855137.41,ROBOT,IGS Multi-GNSS / IGS / RTS,BKG,49430S001,EXTERNAL RUBIDIUM,DLR Institute of Communication and Navigation,2
STHL00GBR,United Kingdom,JAVAD TRE_3 DELTA,TPSCR.G3,SCIS,GPS+GLO+GAL+BDS,-15.94253386,-5.667345444,453.29,6104817.308,-605827.996,-1740738.865,ROBOT,IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,30606M003,INTERNAL,Jet Propulsion Laboratory,2
STJ300CAN,CA,SEPT POLARX5TR,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+SBAS,47.59543514,-52.67830776,154.515,2612588.671,-3426820.64,4686773.756,ROBOT,IGS20 / IGS Multi-GNSS / IGS / RTS,IGN,40101M005,EXTERNAL T4Science VCH-1008 passive maser,Centre National d'Etudes Spatiales+ Natural Resources Canada,2
STJO00CAN,CA,JAVAD TRE_3N DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,47.59523889,-52.67774722,152.8,2612631.2,-3426807,4686757.8,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,40101M001,EXTERNAL H-MASER,Natural Resources Canada,2
STK200JPN,JP,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+QZSS,43.52864444,141.8448194,118.54,-3642161.206,2861487.883,4370351.333,ROBOT,IGS20 / IGS / IGS Multi-GNSS,CDDIS,21731S004,EXTERNAL CESIUM,Geospatial Information Authority of Japan,2
STPM00SPM,FR,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,46.77782379,-56.16824438,0.473,2436208.256,-3634804.894,4624885.452,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,IGN,97501M005,INTERNAL,Institut National de l'Information Geographique et,
STR100AUS,AU,SEPT POLARX5,ASH701945C_M,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-35.315525,149.0100556,799.9,-4467103.193,2683039.475,-3666948.746,ROBOT,IGS / IGS Multi-GNSS / RTS,GA,50119M002,EXTERNAL CESIUM,Geoscience Australia,2
STR200AUS,AU,TRIMBLE ALLOY,LEIAR25.R3,NONE,GPS+GLO+GAL+BDS+QZSS,-35.31615278,149.0101583,802.5,-4467075.235,2683011.847,-3667007.041,ROBOT,IGS / IGS Multi-GNSS / RTS,GA,50119M001,INTERNAL,Geoscience Australia,2
SULP00UKR,UA,TRIMBLE NETR9,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,49.83558889,24.01448889,370.5,3765296.991,1677559.204,4851297.409,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,12366M001,INTERNAL,Lviv Polytechnic National University,2
SUTH00ZAF,ZA,SEPT POLARX5,ASH701945G_M,NONE,GPS+GLO+GAL+BDS,-32.38021083,20.81046231,1799.7659,5041274.842,1916054.12,-3397075.972,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,30314M002,INTERNAL,Jet Propulsion Laboratory,2
SUTM00ZAF,ZA,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-32.38143611,20.81091111,1797.6,5041190.169,1916067.017,-3397189.514,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,CDDIS,30314M004,INTERNAL,GeoForschungsZentrum,2
SUWN00KOR,KR,TRIMBLE NETR9,TRM59800.80,SCIS,GPS+GLO+GAL,37.2755,127.0542,83.9322,-3062023.416,4055449.166,3841819.377,COPIED,IGS08 / IGS14 / IGS14 Core / IGS20 / IGS / RTS,CDDIS,23903M001,EXTERNAL CESIUM,National Geographic Information Institute,2
SVTL00RUS,Russian Federation,JAVAD TRE_3 DELTA,JAVRINGANT_DM,JVDM,GPS+GLO+GAL,60.53285556,29.78087222,76.8,2730156,1562365,5529989,ROBOT,IGS20 / IGS / IGS Multi-GNSS,BKG,12350M001,EXTERNAL H-MASER CH1-80,Institute of Applied Astronomy RAS,2
SYDN00AUS,AU,SEPT POLARX5TR,ASH701945C_M,NONE,GPS+GLO+GAL+BDS+QZSS,-33.78087222,151.1503833,85.6,-4648240.847,2560636.441,-3526317.777,ROBOT,IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,GA,50124M003,EXTERNAL CESIUM,Geoscience Australia,2
SYOG00ATA,AQ,TRIMBLE ALLOY,TRM159900.00,SCIS,GPS+GLO+GAL+QZSS,-69.007,39.5837,50.0902,1766207.869,1460290.38,-5932297.765,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,CDDIS,66006S002,EXTERNAL CESIUM,Geospatial Information Authority of Japan,2
TABL00USA,US,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+SBAS,34.38185,-117.6782833,2228.03,-2448550.113,-4668099.077,3582741.024,ROBOT,IGS,CDDIS,49901M001,INTERNAL,USGS,61
TANA00ETH,ET,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO,11.56907157,37.32910592,1850.9624,4970747.778,3790687.113,1271109.038,ROBOT,IGS,CDDIS,31508M001,INTERNAL,Institute of Land Administration Bahir Dar Univers,
TASH00UZB,UZ,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,41.32805,69.29556667,439.7,1695945.199,4487138.568,4190140.693,ROBOT,IGS14 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,CDDIS,12327M001,EXTERNAL RUBIDIUM,GeoForschungsZentrum,2
TCMS00TWN,TW,TRIMBLE NETR9,LEIAT504,NONE,GPS,24.79798608,120.9873891,77.2607,-2982782.854,4966660.159,2658809.459,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS,SIO,23604S002,INTERNAL,National Measurement Laboratory,15
TDOU00ZAF,ZA,TRIMBLE ALLOY,LEIAT504,LEIS,GPS+GLO,-23.07990833,30.38400556,630.2,5064840.831,2969624.419,-2485110.043,ROBOT,IGS,ftp://igs.ign.fr/,30319M001,INTERNAL,National Geospatial Information,2
TEHN00IRN,IRAN,HI-TARGET VNET8,HITAT45101CP,HITZ,GPS+GLO,35.69728056,51.33409167,1194.57,3240499.403,4049740.323,3701663.005,ROBOT,IGS08 / IGS14 / IGS,CDDIS,20404M002,INTERNAL,National Cartographic Center of Iran,
THTG00PYF,PF,SEPT POLARX5TR,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,-17.57706028,-149.6064384,97.994,-5246414,-3077260,-1913842,ROBOT,IGS20 / IGS Multi-GNSS / RTS / IGS,IGN,92201M016,EXTERNAL CESIUM,Centre National d'Etudes Spatiales,2
THTI00PYF,PF,TRIMBLE NETR9,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+SBAS,-17.57705844,-149.606445,98.49,-5246415.813,-3077260.634,-1913841.97,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,IGN,92201M009,INTERNAL,Centre National d'Etudes Spatiales,2
THU200GRL,GL,SEPT POLARX5,ASH701073.1,SCIS,GPS+GLO+GAL+BDS+QZSS,76.53704722,-68.82505,36.2,538093.193,-1389088.13,6180979.36,ROBOT,IGS20 / IGS / IGS Multi-GNSS,CDDIS,43001M002,INTERNAL,DTU Space,2
TID100AUS,AU,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL+BDS+QZSS,-35.39919722,148.98,665.3,-4460996.95,2682557.08,-3674442.627,ROBOT,IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,GA,50103M108,EXTERNAL H-MASER,Geoscience Australia,2
TIDB00AUS,AU,ASHTECH UZ-12,AOAD/M_T,NONE,GPS,-35.39920556,148.9799972,665.3719,-4460996.405,2682557.089,-3674443.393,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS,JPL,50103M108,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
TIT200DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,51.03523333,6.431580556,156.1,3993787.1,450204.2,4936131.8,ROBOT,IGS / IGS Multi-GNSS / RTS,BKG,14278M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
TIXI00RUS,Russian Federation,JPS EGGDT,TPSCR3_GGD,NONE,GPS+GLO,71.634475,128.8664139,46.9847,-1264872.963,1569455.814,6031003.388,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS,,12360M001,INTERNAL,RDAAC,
TLSE00FRA,FR,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,43.56069444,1.480872222,207.2,4627851.899,119638.546,4372993.537,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,IGN,10003M009,INTERNAL,Centre National d'Etudes Spatiales,2
TLSG00FRA,FR,SEPT POLARX5TR,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,43.54970833,1.485036111,208.7,4628685.095,119996.724,4372110.007,ROBOT,IGS / IGS Multi-GNSS / RTS,IGN,10003M034,EXTERNAL CESIUM,Centre National d'Etudes Spatiales,2
TNML00TWN,TW,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL,24.79795492,120.9873441,75.8599,-2982779.039,4966662.655,2658805.738,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS,SIO,23604S001,EXTERNAL RUBIDIUM,National Measurement Laboratory,15
TONG00TON,TO,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-21.14471389,-175.1792222,56.3,-5930303.723,-500147.2009,-2286366.203,ROBOT,IGS / IGS Multi-GNSS / RTS,GA,50902M001,INTERNAL,Geoscience Australia,2
TOPL00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-10.17105278,-48.33067778,256.55,4174345.6,-4690236.73,-1118921.27,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,41648M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
TORP00USA,US,SEPT POLARX5,TWIVC6150,SCIS,GPS+GLO+GAL+SBAS,33.79779722,-118.3306028,-5.22,-2517894.554,-4670259.884,3527827.626,ROBOT,IGS,CDDIS,49912M001,INTERNAL,USGS,3
